"date","volume","number","sentences","count","id","likely_pos","sample_type","code"
"1909 08 14",17,50,"when i was in such a fight i never stopped to consider who the fellow beside me was so long as he was hitting in the same direction as i was.",31,"s4402",FALSE,"random",0
"1909 08 14",36,6,"president roosevelt advised him that he has placed the matter before the federal emergency administrator of public works for consideration and protests have been pouring in to washington from all quarters against this order since the commissioner so forcefully called the attention of all involved to what it will mean to organized labor throughout the country if this order is allowed to continue in force with its illegal and unconstitutional discrimination against union contractors, who will be effectively barred from receiving any public works contracts so long as the order remains in force, as they cannot meet the competition of “open shop” contractors who are permitted under it to hire as many as four “rough carpenters,” “assistants” or “helpers” to one carpenter.",122,"s8293",TRUE,"keyword",0
"1909 08 14",5,24,"the international typographical union has withdrawn the charter from telluride printers’ union for taking part in the deportation of union miners.the “curious” power.",24,"s1279",TRUE,"keyword",0
"1909 08 14",5,50,"they are those who use the forms of law to work injustice; those who prostitute authority to selfish ends.",19,"s1843",FALSE,"random",0
"1909 08 14",83,6,"immigration service has found that many of the employees around the country are illegal aliens, but the company bails them out as soon as they are arrested - after all, good labor at starvation wages is hard to find.",38,"s12478",TRUE,"keyword",1
"1909 08 14",15,22,"the brutal manner in which the latest strike in british south africa was crushed, to please exploiting capitalists, who stopped at no crime, and the deportation of those persons who, through the faith which the workers placed in them, were at the head of the movement, have all the more, for the reasons stated, aroused feelings of bitter disappointment and abhorrence.",61,"s3582",TRUE,"keyword",0
"1909 08 14",4,28,"curiously enough, in the higher callings and professions, which require skill or scientific training instead of mere mannual labor, there was hardly any field for woman’s activity.",28,"s1058",FALSE,"random",0
"1909 08 14",1,39,"director, will proceed to sacramento and look after branch no. 1 for a few days.",15,"s323",FALSE,"random",0
"1910 01 08",5,50,"the charge against these men is that they used such influence as they had to persuade american citizens to vote for or against candidates for office.",26,"s1826",FALSE,"random",0
"1910 01 08",23,1,"guldner gives 2-cylinder engine 1750 lbs.; 3-cylinder, 1300, and 4-cylinder 1100 lbs. of concrete per b.",19,"s5890",FALSE,"random",0
"1910 01 08",23,1,"i have gone into some of the details as above merely to show what an enormous field there is for an economical power producing engine like the diesel.",28,"s5893",FALSE,"random",0
"1910 01 08",14,41,"new home of the sailors and fishermen“organized labor” is indebted to its esteemed contemporary, tbe coast seamen’s journal, for tbe accompanying illustration of the new san francisco home of the sailors’ union of the pacific and the alaska fishermen’s union.",43,"s3107",FALSE,"random",0
"1910 01 08",21,3,"we of the building industry and in private enterprise, have suffered more in the last eight years since the depression of the thirties.",23,"s11948",FALSE,"random",0
"1910 01 08",1,39,"frank bricker, a member of the board of directors, was appointed as financier of the union, to look after the financial welfare and to hold for safekeeping all valuable papers, badges, etc., and to assist the secretary.",37,"s315",FALSE,"random",0
"1910 02 05",21,5,"secretary of labor ray marshall is making his first trip to san francisco since his appointment by president carter to attend a meeting of the federal committee on apprenticeship.",29,"s12158",FALSE,"random",0
"1910 02 05",3,22,"americans, he said, had not solved the problem of evolving a high type of labor leaders.",16,"s665",FALSE,"random",0
"1910 02 05",11,19,"nicolls is in receipt of letters from every part of the country asking for this investigation, and witnesses from the border states, have signified their willingness to come to washington and testify before a congressional committee as to the systematic persecution, in this country of the political enemies of mexico’s president by the united states officials.",57,"s2436",TRUE,"keyword",0
"1910 02 05",83,6,"immigration service has found that many of the employees around the country are illegal aliens, but the company bails them out as soon as they are arrested - after all, good labor at starvation wages is hard to find.",38,"s12478",TRUE,"keyword",1
"1910 02 05",11,19,"this gray-haired woman who has been in the thick of every miners’ struggle for the last thirty years, has lately made a trip along the mexican border where she received at first hand, proofs of the systematic espionage persecution and imprisonment which* continually follows mexican political refugees in this country.",51,"s2441",TRUE,"keyword",0
"1910 02 05",11,19,"nicolls is in receipt of letters from every part of the country asking for this investigation, and witnesses from the border states, have signified their willingness to come to washington and testify before a congressional committee as to the systematic persecution, in this country of the political enemies of mexico’s president by the united states officials.",57,"s2436",TRUE,"keyword",0
"1910 02 05",11,19,"it is well known that the great mineral belt running thrugh arizona crosses the border into the state of sonora, mexico, and that an economic menace to american miners is fast developing through the starvation wages paid mexican miners, whose product competes with the output of american ore.",48,"s2439",TRUE,"keyword",1
"1910 02 05",26,13,"34—dealing with minimum wage for members of his craft and the committee recommended concurrence, which was adopted.",18,"s6637",FALSE,"random",0
"1910 04 09",17,4,"entered at the postoffice at san francisco, cal., on august 20, 1901, as secondclass matter.",15,"s4128",FALSE,"random",0
"1910 04 23",1,21,"it is notable that the miners’ parliament excludes the press and the public from its deliberations.",16,"s249",TRUE,"keyword",0
"1910 05 07",1,21,"such a refusal is an exercise of their own right of contract, and it cannot be a violation of the right of anybody else.",24,"s267",FALSE,"random",0
"1910 05 07",18,8,"most of the women carried babies, their faces showing the pinch of hunger, in their arms.",16,"s4545",FALSE,"random",0
"1910 05 07",25,21,"given this opportunity, the law-abiding citizens of san jose, by r hfg reuijority vote, repudiated the illegal, socalled “american plan,” and cast their ballots for the labor candidate, who stands for real americanism.",34,"s5746",TRUE,"keyword",1
"1910 05 07",15,39,"after we have reached the age of responsibility, each one of us makes his own face.",16,"s3602",FALSE,"random",0
"1910 05 07",1,14,"noted men in politics, labor and science will address the meeting on behalf of the people.attend the mass meeting at the # metropolitan temple next monday night, may 7th, and help shut the doors on the japanese.",37,"s02",TRUE,"keyword",1
"1910 05 07",18,12,"it pays to day cash at pragers—our bargains prove it hats trimmed free: iiur market sc the bargain storeorganized labor—saturday, march 24, 1917.7",26,"s4667",FALSE,"random",0
"1910 05 07",69,16,"hummel was one of about 20 witnesses to appear at a fivehour hearing of an assembly sub committee presided over by assemblymman j.",23,"s11501",FALSE,"random",0
"1910 10 01",1,14,"be it further resolved, that we respectfully petition our senators and representatives in congress to use their best efforts to enact a similar law or secure such international agreement as will secure this coast against any further japanese immigration, and thus forever settle the mooted mongolian labor problem.demands of the labor council.the following resolutions in reference thereto, introduced by w.",62,"s24",TRUE,"keyword",1
"1910 11 19",26,13,"at the request of the conciliator the workers remained at work pending settlement, and an agreement was reached without recourse to strike.",22,"s6658",FALSE,"random",0
"1910 11 19",23,17,"there is much more to this analysis that is pertinent to the subject, and that is worthy of careful study by every active man in the labor unions.",28,"s5949",FALSE,"random",0
"1910 11 19",23,17,"call.tabloid of international labor newschina building —building in shanghai was particularly active during 1921, there having been erected 5,344 structures of a total estimated valuation of $14,161,976.",31,"s5951",FALSE,"random",0
"1910 11 19",19,39,"if you act boldly you will make some mistakes, you will suffer pain, hut you will learn and you will live.",21,"s5152",FALSE,"random",0
"1910 11 19",12,17,"sanchez near 22nd; all work except plumbing for alterations for two-story frame building, flats.",15,"s2717",FALSE,"random",0
"1911 03 18",12,17,"cost $5440. 16th and guerrero; excavation, carpenter. roofing, mill, stairs, glazing, j terracotta, glazed brick, hardware ; and plastering for three-story and i basement frame undertaking establishment and flats.",29,"s2721",FALSE,"random",0
"1911 03 18",65,13,"we might add that more exact- : ing vigilance, during budget periods, over funds reqeusted by : the various departments for proper maintenance will not be cut to the bone to the | retriment of equipment and facilities of such departments, which will result in higher costs and higher taxes in the following years.",51,"s11030",FALSE,"random",0
"1911 03 18",65,13,"cards for the non-registered will be used by local cope to secure the registration of those members.the job of checking registraj tions, which usually takes volunteers in one county about three months, will be done in a !",39,"s11091",FALSE,"random",0
"1911 03 18",23,17,"seamen’s strike—the recent strike of seamen, dock workers and cargo coolies of hongkong has almost completely paralyzed shipping at that port, there being over 250,000 tons of freight and 170 steamers tied up at the beginning of last month.",42,"s5952",TRUE,"keyword",1
"1911 03 18",11,19,"this gray-haired woman who has been in the thick of every miners’ struggle for the last thirty years, has lately made a trip along the mexican border where she received at first hand, proofs of the systematic espionage persecution and imprisonment which* continually follows mexican political refugees in this country.",51,"s2441",TRUE,"keyword",0
"1911 03 18",28,19,"campbell, who was murdered last october, took the witness stand and identified madsen and pesce as two members of the party who attacked campbell, his testimony was discredited when it was shown that coyle, in testifying before the grand jury last october said that he could not identify any members of the attacking party because he was in a dazed condition, his glasses were blurred and the men were running away from him.",73,"s6356",FALSE,"random",0
"1911 03 18",72,19,"they often respond to power pressures, giving up against their better judgment — unless they can prove a different public reaction.",20,"s11848",FALSE,"random",0
"1911 03 18",23,17,"tear down the barriers of prejudice and isolation with which certain elements are showing a tendency to surround you as with a chinese wall.",24,"s6026",TRUE,"keyword",0
"1911 03 18",30,9,"the japanese petition president hoover among the letters sent to washington for consideration of president-elect hoover is one from the kobe (japan) japan-ameri-can society signed by its president, shinkichi tamura.",33,"s7486",TRUE,"keyword",0
"1911 03 18",23,30,"read these reports regularly, and keep yourself posted in regard to what is going on.",15,"s6148",FALSE,"random",0
"1911 03 18",23,30,"principle does not permit of dilution or amendment, a fact that is ignored by politicians and barterers in the people’s rights.",22,"s6170",FALSE,"random",0
"1911 04 29",27,22,"from wurtemberg 190 and from baden 201 out of every 100,000 inhabitants emigrated.home education“the child’s first school is the family""—froebel issued by the national kindergarten association, 8 west fortieth street, new york city.",38,"s6959",FALSE,"random",0
"1911 04 29",34,14,"when great tall structures commanding enormous loads, long spans and high walls as successfully resist an earthquake as did the los angeles city hall, it must be obvious to laymen that smaller commercial buildings, stores, apartment houses, churches, schools, hospitals and theaters, surely can be built to protect life and limb.",51,"s8632",FALSE,"random",0
"1911 04 29",67,11,"the total package of the bricklayers local no. 7, starting january 1, 1969 will be $7.81.",17,"s11480",FALSE,"random",0
"1911 11 11",6,3,"marcus junius brutus, “the last of the romans,” has been extolled by the poets and philosophers of the last two thousand years, not because he assassinated caesar, but' because of his unquenchable spirit and manliness.",35,"s1918",FALSE,"random",0
"1911 11 11",15,22,"the executive council of the amalgamated danish trade unions, representing 110,000 members, enters a protest against the inhuman, illegal and uncivilized acts of the government of south africa which were directed against the workers during the recent labor dispute in that british dominion.",44,"s3586",TRUE,"keyword",0
"1911 11 11",61,8,"salvatore scoma monterey mohawk service “drop in and let us serve you better’’ 198 monterey blvd.",16,"s10775",FALSE,"random",0
"1911 11 11",11,19,"it is well known that the great mineral belt running thrugh arizona crosses the border into the state of sonora, mexico, and that an economic menace to american miners is fast developing through the starvation wages paid mexican miners, whose product competes with the output of american ore.",48,"s2439",TRUE,"keyword",1
"1911 11 11",12,17,"the abolition of all forms of in voluntary servitude, except as a pun ishment for crime.",16,"s2736",FALSE,"random",0
"1911 11 18",34,14,"the amendment gives the president authority to fix the manner of recruiting the workers and the right to fix a “cash allowance” for the workers.",25,"s8569",FALSE,"random",0
"1911 12 23",29,52,"the passage of this amendment, it is asserted, would remedy difficulties often encountered by deputies of the division when they endeavor to ascertain the number of hours worked by men on public work where overtime is reported to have been worked in violation of the law.",46,"s7024",FALSE,"random",0
"1912 04 13",1,15,"it was a meeting of americans willed together to protest against a coolie invasion and to prevent american communities from being orientalized.",22,"s81",TRUE,"keyword",1
"1912 04 13",1,15,"congressmen do vries and needham expressed themselves emphatically in opposition to the further immigration of japanese and in favor of the enactment of laws to prevent it at once.senator perkins declared that he was apposed to thei further immigration of japanese, but - he held that nothing other than a rigid enforcement of immigration laws can be done >ntil jbi treaty with japan is modifle these letters will be published’ in organized labor in the next issue.",77,"s84",TRUE,"keyword",1
"1912 04 13",1,18,"to effectively fight chinese, convict and scab-made shoes, the san francisco labor council has organized the local boot and shoeworkers as a local of their national union, and to-day an agreement was signed between the united workingmen’s boot and shoe co. and the boot and shoeworkers’ union, by which every boot and shoe henceforth turned out by this company will bear the union stamp of the boot and shoeworkers’ union.",73,"s187",TRUE,"keyword",1
"1912 04 13",30,9,"9organized labor—saturday, march 2, 1929$1.50 per yearwould open the doors of the united states to japanesetwo units of the federal council of the churches of christ in america, the committee on the orient, and the national committee on american-japanese relations, decided in a joint meeting of their respective executive committees to put into operation at once plans considered prior to the recent election for securing immigration quota for japan.",73,"s7480",TRUE,"keyword",0
"1913 04 12",67,25,"94116 phone 564-2970 of menlo park 610 santo cruz avenue, menlo park 94025 phone 324-1625booming economy?",18,"s11266",FALSE,"random",0
"1913 10 11",23,17,"public health service reports that efforts during the year to discover the unidentified food substance whose absence from the diet causes pellagra have excluded two of the three known vitamines.",30,"s5966",TRUE,"keyword",0
"1913 10 11",18,49,"the report is presented in eight sections, showing the results of inquiries in eight separate districts of great britain.",19,"s4894",FALSE,"random",0
"1913 10 11",27,22,"i m hungry,” repeated johnnie and the tears started on their course down two rosy cheeks.",16,"s6970",FALSE,"random",0
"1913 10 11",5,27,"every contract, combination in the form of trust or otherwise, or conspiracy in restraint of trade of commerce among the several states or with foreign nations, is hereby declared to be illegal.",32,"s1657",TRUE,"keyword",0
"1913 10 18",26,32,"he decried reports that there have been extensive “bootlegging” of emigrants or that there has been any great influx of smuggled aliens across the canadian or mexican borders.condemn paint sprayingaberdeen, wash.—the paint-spraying machine was condemned at a conference of organized painters at their annual conference here.",49,"s6859",TRUE,"keyword",0
"1913 10 18",5,27,"chairman and gentlemen, it has not been the aggressions of the labor organizations that have caused this disturbance, bnt it has been the reckless, unlawful, and unprecedented use of the injunction.”",31,"s1691",FALSE,"random",0
"1913 10 18",5,27,"simply nodded his head as he artlessly said: “bring out all wot you’ve got—an i’ll try!” —ally sloper.husband now wipes the dishes.a luray man objected to doing the chores around the house and attempted to show by quoting the scriptures that such duties belonged to the women.",52,"s1694",FALSE,"random",0
"1913 12 27",27,22,"it is the extra quality that we can pet into our shirts because we make them that has made eaoleson ft co. famous for its fine shirts, and enables us to guarantee every one unconditionally.",35,"s6991",FALSE,"random",0
"1913 12 27",27,22,"the star press printers and publishers 1122-1124 mission street, san francisco books, magazines, newspapers, church, society and commercial printing phone,: park 6380-6381 good work -fair prices emerald!",29,"s6993",FALSE,"random",0
"1913 12 27",5,27,"all are requested to help secure the enactment of this bill during the coming session of congress.",17,"s1643",FALSE,"random",0
"1914 02 14",30,48,"it is charged that some aliens are now employed on this work, which is in violation of the state laws of california.california will leave nothing undone to aid prosperity drivecalifornia was the first state to officially respond to the appeal of president hoover to speed up construction work as a means of relieving unemployment and stabilize industry as a part of the nation-wide prosperity drive launched by president hoover at a series of conferences in washington the past week, with leading bankers, manufacturers, farmers and labor officials.",89,"s7855",TRUE,"keyword",0
"1914 02 14",30,48,"letter from greenlocal labor organizations are in receipt of communications from william green, president of the american federation of labor, ur &*ng that the san francisco labor movement conduct an aggressive campaign of organization as part of a national organizing campaign.care of aged workers is duty of industryby james p.",51,"s7878",FALSE,"random",0
"1914 03 14",27,22,"seine et oise, seine et marne, and oise.the san francisco bank savings commercial incorporated february 10th, 1868 one of the oldest banks in california, the assets of which have never been increased by mergers or consolidations with other banks member associated savings banks of san francisco 526 california street, san francisco, cal.",53,"s6985",FALSE,"random",0
"1914 03 14",30,48,"so that, when you ride trains or street cars, when you purchase electrical machinery or appliances, or buy a kodak or rent a telephone, in the price you pay is included the cost of such insurances and pensions, and the purchaser pays.",42,"s7884",FALSE,"random",0
"1914 03 14",4,18,"it is the order of the council that the penalty for violation of this law be strictly enforced.",18,"s891",FALSE,"random",0
"1914 05 09",15,22,"the general federation of the trades l t nions of the austrian empire expresses its feelings of indignation against the absolutely illegal deportation of the strike leaders, who gave no cause whatever for this destruction of their means of livelihood and who in trying to lead the workers who trusted in them to a higher plane of life, were engaged in one of the highest tasks of civilization, for which they deserve thanks and recognition of all true friends of humanity.",81,"s3569",TRUE,"keyword",0
"1914 05 09",15,22,"the executive of the federation of the trades unions ofthe labor party and of the independent trade unions of belgium, meeting in conference upon the question of the repressive measures adopted against the militant trade unionists of south africa during the recent general strike, and having regard to the fact that the right to strike is held sacred by the workers in their struggle against the powers of capitalism, places on record its emphatic protest against the deportation of the representatives of the workers and sends assurances of solidarity to the workers of south africa who are so sorely stricken by this unjustifiable act.",104,"s3571",TRUE,"keyword",0
"1914 05 09",34,13,"douglas shoe company was founded by a man with one idea: to sell his customers shoes giving the greatest possible value at the lowest possible price.",26,"s7974",FALSE,"random",0
"1914 05 09",30,35,"The replacement of Canadian workers by immigrants was denounced by the local Trades and Labor Council.�",16,"s7498",TRUE,"keyword",0
"1914 05 09",32,5,"cloak and suit manufacturers, who maintain relations with the international ladies’ garment workers’ union, are notified to abandon their secret efforts to induce workers to 1 accept lower standards.",29,"s8022",FALSE,"random",0
"1914 05 09",37,6,"seamen’s union visions sea-workers’ federationthe principle of a national federation of unions of all sea-going workers was approved by the convention of the international seamen’s union of america.",32,"s9060",FALSE,"random",0
"1914 05 09",15,22,"in particular we give expression to our indignation by protesting against illegal deportation of the south african labor officials who conducted the recent strike, against the persecution carried out by military force in order to trample upon the rights of citizens which are valid in all countries and to our knowledge in south africa also.",55,"s3575",TRUE,"keyword",0
"1914 05 30",15,22,"it has caused strikers to be bayonetted back to work and finally it has deported nine south african citizens.",19,"s3592",TRUE,"keyword",0
"1914 05 30",46,26,"the alternative is to leave it up to the individual union members to decide for themselves whether they are satisfied to remain working under these unjust conditions, while certain unscrupulous employer groups use these brackets as ammunition in their coming battle to cut wages in los angeles.",47,"s9669",TRUE,"keyword",0
"1914 05 30",37,6,"in refutation of all this balderdash, works progress administrator hopkins, with the indisputable facts before him, definitely declares that “not one worker in a hundred has shown preference for relief rather than work.”",33,"s9059",FALSE,"random",0
"1914 05 30",1,15,"$1.50 per year.japanese exclusion immense mass meeting asks protection against the asiatic hordes.",15,"s66",TRUE,"keyword",0
"1914 05 30",18,49,"the adventures of an american secret service agent in penetrating' to the very heart of the wilhelmstrasse, berlin's central spy office, are portrayed in this picture.",27,"s4916",FALSE,"random",0
"1914 05 30",46,26,"these utilities, the “taxpaying private industry,” has insisted on destroying itself by resisting demands of their employees for higher wages.",20,"s9654",FALSE,"random",0
"1914 05 30",46,26,"instead of whining about taxation and competition from the government in the utility field, it would be well for the utility companies to take steps to meet these demands.",29,"s9659",FALSE,"random",0
"1914 09 26",37,6,"refusing to reinstate paul scharrenberg, a member of said sailors’ union of the pacific, whose expulsion was appealed to the executive board, as provided in article 17, and was held to be illegal and, therefore, null and void.”",38,"s9007",TRUE,"keyword",0
"1914 09 26",37,6,"it instructed the executive board “to take whatever steps may be deemed necessary to safeguard and protect our loyal members on the pacific coast.”",24,"s9012",FALSE,"random",0
"1914 09 26",37,6,"all of this, excepting the small cost of materials, goes into salaries, mostly to residents of san francisco.",18,"s9035",FALSE,"random",0
"1914 09 26",37,6,"the truth is, of course, that jobless workers are even more subject than employed workers to all the hazards affecting the life and health of themselves and their dependents, but these unavoidable delinquencies are not taken into consideration by the anti-social elements who regard the victims of unemployment as vagrants deserving public condemnation.",54,"s9057",FALSE,"random",0
"1914 09 26",46,26,"the meeting is called in protest to the tenth regional war labor board’s nine months’ stall in making a decision on the revision of the metal trades wage brackets.",30,"s9666",FALSE,"random",0
"1914 10 10",1,15,"from the time of the construction of the central pacific railroad and its tributory lines up to 1884 the people of california, when the state became literally overrun with chinese labor, labored long and earnestly for relief.",37,"s126",TRUE,"keyword",1
"1914 10 10",1,15,"one of the most dangerous classes of japanese labor is that of the farm laborer, a person of very inferior intellect, dull and stupid, who works froi, daylight to dark in his native land%or the sum of $3.00 per month silver, or $1.44 gold.",47,"s128",TRUE,"keyword",1
"1914 10 10",52,9,"* ♦ * union stand forces aliens qff work state law forbidding hiring of aliens on public works projects was enforced in the sun jose area last week and two yugoslavian displaced persons were ordered aff a sanitation project by deputy state labor commissioner william j.",43,"s10705",TRUE,"keyword",1
"1914 10 10",1,15,"“the chinese are coming in droves as full-grown native sons, and now the japanese are coming at the rate of 8,000 and more per year.",27,"s100",TRUE,"keyword",1
"1914 10 10",1,15,"personally we have nothing against japanese, but as they will not assimilate with us, and their social life is so different from ours, let them keep at a respectful distance.",30,"s101",TRUE,"keyword",1
"1914 10 10",1,15,"""the decline of rome dates from the time she brought her subjugated people to italy as staves and placed them on the farms and vineyards, driving the native-born population to jfhe city.",33,"s107",TRUE,"keyword",1
"1915 03 27",1,15,"in this state 75 per cent of the sugar beets produced are produced by japanese labor.",16,"s121",TRUE,"keyword",1
"1915 03 27",1,15,"the following resolutions were unanimously adopted by the great meeting amid rousing cheers: whereas, it has become apparent that strenuous efforts gre being made with the object of removing all barriers to the free entry into the united states of cii.nese upon the expiration of the chinese exclusion act; and, whereas, our expansion dictates that not only should the policy of exclusion be continued, but it phooid be extended so as to embrace ‘xe japanese and to obviate the shortcomings of all previous efforts in this direction by which the laws have been largely nullified ; herefore, be it resolved, by the citizens of sanfrancisco, in mass meeting assembled this seventh day of may, 19c», that we urge upon congress to re-enact the chinese exclusion act, with such additions as may be necessary to make it fully effective for the protection of american labor; and, be it further resolved, that we also urge the adoption of an act of congress or the adoption of such other measures as may be necessary för the total exclusion of all classes of japanese other than members of the diplomatic staff.",188,"s123",TRUE,"keyword",1
"1915 03 27",30,9,"it suggests that japan desires some action by which there wjll be removed from her citizens the ignominious stigma of being classed as “undesirable fifth-class immigrants,' and that she would perhaps be satisfied with quota classification which would admit less than two hundred per year.",46,"s7493",TRUE,"keyword",0
"1915 03 27",30,9,"the legislature and the quota paul scharrenberg, secretary of the state federation of labor, is authority for the statement that the california legislature before its adjournment will probably be asked to investigate the evidences of a preconcerted campaign in japan and this country to force congress to take a preliminary step for admission of oriental immigration by granting quota to the japanese.",62,"s7495",TRUE,"keyword",1
"1915 03 27",30,9,"resumption of the exclusion fight at the office of the california joint immigration committee, representing the state organizations of american legion, federation of labor and native sons, inquiry was made as to the announced plan of the federal council of the churches of christ in america, inaugurating an active campaign to secure from congress immigration quota for japan.",58,"s7497",TRUE,"keyword",0
"1915 03 27",30,9,"it would, he added, have an unfortunate result in disturbing the amicable relations between japanese and whites in california, which had been established under encouragement from leaders on both sides.",30,"s7499",TRUE,"keyword",0
"1915 05 15",30,9,"he realized, too, that the demand for quota was receiving support from some who believed in maintaining the basic principle of exclusion of aliens ineligible to citizenship, but did not understand the effect of granting quota to japan.",38,"s7500",TRUE,"keyword",1
"1915 05 15",1,15,"officials, merchants, mechanics, lawyers and economists submitted the atratling facts of the present asiatic invasion, and pointed out in solemn warning the dire consequences which will follow, not only to the people of this city and state, but to the people of the united states.",45,"s74",TRUE,"keyword",1
"1915 05 15",1,15,"the agitation, started months ago by organized labor, has brought forth its first results and the japanese exclusion campaign is started.",21,"s75",TRUE,"keyword",1
"1915 05 15",1,15,"chairman macarthur, on calling the meeting to order, stated its object and said that under existing industrial conditions cheap labor was the desideratum rather than intelligenceland skill, save in exceptional instances.",31,"s76",FALSE,"random",0
"1915 05 15",1,15,"the japanese, he said, axe only automatons, mere machines, in which their physical endurance and mode of living cheaply weighed heavily against the american workingman and his better social condition, and declaring them to be a protest against the influx of japanese labor, which has assumed the alarming proportions of an invasion.",52,"s77",TRUE,"keyword",1
"1915 09 04",1,15,"while we are going to the philippines, he said, to assimilate the natives there the japanese and chinese axe coming here to assimilate us.",24,"s78",TRUE,"keyword",1
"1915 11 13",5,27,"any toller who, possessed of the knowledge that he can be partially the means, by which the —hon cigarmaker and his family may have a comfortable living, a pleasant home and a little of life’s happiness, deliberately smokes a chinese or eastern ■cab cigar is guilty of the grossest heartlessness and cruelty, and through his ■alflsh indifference to the welfare of his brother toller is unworthy of the respect or consideration of his fellow-men, as an ulcer on labor's cause and a scab at heart.",88,"s1710",TRUE,"keyword",1
"1915 11 13",1,15,"i do not charge that all california producers resort to asiatic labor, but i do know that many of them who have sought legislative aid to have included in the laws which govern public contracts and supplies for our municipalities provisions requiring the coosumption of california goods, yet at the sarpe time i see no provision requiring the employment in the production of these goods of american labor, and i would suggest that hereafter where the goods produced in this state are urged that not only home industry be the motto, but that it be changed to ""home industry by american labor!”",102,"s148",TRUE,"keyword",1
"1916 01 22",26,18,"a complete description of the work of the marble carver would involve great digression from 'the field of modern commercial art, and although the history of this craft is of peculiar interest, embodying as it does the preservation of the noblest concepts of the human mind, we have no desire at this time to enter into such digression.",58,"s6685",FALSE,"random",0
"1916 01 22",30,9,"in this issuethe american federation of labor and its predecessors 1 would open the doors of the united states to japanese .1 1 san francisco to honor trades unionists 1 what the supervisors did 2 survey shows labor victims of united states anti-trust laws 3 a true story, by the editor 3 candid comment and criticism 4 pen point punches 5 smiling thru 6 household hints 6the american federation of labor and its predecessorsthe national labor union (by frank duffy, general secretary, united brotherhood of carpenters and joiners of america, and first vice-president, the american federation of labor.)",100,"s7523",TRUE,"keyword",0
"1916 01 22",1,15,"here they are domiciled in the japanese boarding house, an indispensable feature of every producing district where japanese are engaged.",20,"s138",TRUE,"keyword",0
"1916 01 29",4,40,"r -.mgan * /■ c i( t 4 ■ ' *” 1 'ci jak'/ u- • \y v dr tk^rrvm mksor j' unico./, j j ?",20,"s1276",FALSE,"random",0
"1916 02 26",1,15,"our daily prose each day contain dispatches from the producing districts showing where thousands of japanese are displacing american laborers.",20,"s141",TRUE,"keyword",1
"1916 02 26",1,15,"these communities have a fixed, settled, substantial, patriotic laboring element domiciled in the districts, where they labor year in and year out, in the sumrnekjftptng (mr harvesting and in the wiaufsmh oiv work as the districts provide, while in california they have been driven from •agricultural labor to the highway and strawstack. iake any of our railway and transportation lines and you are confronted with two pictures—one that of the japanese industriously engaged in the field, and the other that of american laborers with all they possess strapped upon their backs going from place to place, vainly in search of employment, and, when night overtakes them, with the canopy of heaven as their roof, laying their weary bones to rest on the roadside.",124,"s145",TRUE,"keyword",1
"1916 07 15",1,15,"immigration commissioner north in his report for the month of april shows that out of 923 foreigners, 686 were jananese, equal to 74 per cent, of the total foreign immigration arriving at this port, an annual influx of japanese of over 8,000.",43,"s133",TRUE,"keyword",1
"1916 07 15",1,15,"so many come in this way that it would be an utter impossibility to maintain a sufficient force to apprehend them, hence our state is being filled with this undesirable class to the absolute exclusion of the american laborer.",39,"s136",TRUE,"keyword",1
"1916 07 15",1,15,"upon their arrival in this city they are taken in charge by the japanese boss and shipped to the beet fields of salinas, the orchards of colusa, the hop fields of sacramento, wheatland and pleasanton and to the vineyards of fresno.",41,"s137",TRUE,"keyword",1
"1916 07 15",31,22,"the campaign now under way first got its impetus from the work of president frank c.",16,"s7204",FALSE,"random",0
"1916 08 19",64,23,"he 1 -0131 i ■<*for luncheon or dinner the world famous exposition fish grotto the wharf's finest grotto sil oliva, mgr.",22,"s10915",FALSE,"random",0
"1916 09 16",1,15,"this is the latest trick by which chinese in china are making their way into this country as nativeborn american citizens.",21,"s93",TRUE,"keyword",1
"1916 09 16",26,18,"“the other decision gives material dealers the right to refuse to sell materials to contractors who employ union men.",19,"s6708",FALSE,"random",0
"1916 09 16",21,40,"indirectly connected with this movement is a demand for nationalization of the mines, which the coal diggers have vigorously urged for the past several months.",25,"s5697",FALSE,"random",0
"1916 09 16",1,15,"he spoke long and eloquently on the local situation regarding the influx of chinese and japanese laborers.",17,"s85",TRUE,"keyword",1
"1916 09 16",1,15,"after referring to the struggle to secure the passage of the existing exclusion act, and the fact that despite it the chinese laboring class is constantly increasing, he said that he sympathized thoroughly with the position taken by united labor, and that from whatever point of view we look asiatic labor—chinese, japanese, filipino—is invariably asiatic labor and unwelcome, unsolicited and unwholesome for us.",65,"s89",TRUE,"keyword",1
"1916 12 09",1,15,"mayor phelan spoke in part as follows: ""stepping into the recorder’s office the other day and turning to the register of births, desiring to see how the population of san francisco was increasing under the new charter, i was surprised to find a large part of the records were chinese, accompanied by photographs of men of 40 or more in every case, with chiense doctors’ certificates that the man was born in this country.",75,"s92",TRUE,"keyword",0
"1916 12 09",4,40,"its ] founders devised a system which ] -eemed to assure the means of asi certaining that will, of enacting it i into legislation, and enforcing it j ; through tjie administration of the i law.",33,"s1237",FALSE,"random",0
"1916 12 09",14,41,"the world should understand that no institution has shown a greater inhumanity to man than the united states steel corporation.",20,"s3138",FALSE,"random",0
"1917 01 13",50,1,"according to the heller committee, a 'healthful and decent standard of living for a worker, his wife and two children requires an income of $78.50 a week.",28,"s10440",FALSE,"random",0
