"date","volume","number","sentences","id","code"
"1908 08 01",67,7,"the training program which is open to all union members and is aimed at sharpening leadership capabilities and broadening the union member s understanding of organized labor s philosophy and goals will open sunday july 30 and extend through friday august 4","s11208",0
"1908 08 01",20,19,"and as the path of competition was strewn with the commercial dead so also is the way along which combination ran","s5461",0
"1908 08 01",28,14,"the company produced 9 070 873 tons of coal in 1924 but output has declined since then","s6215",0
"1908 08 01",14,41,"you perhaps remember detective burns making a public statement that the conviction of tveitmoe was bv far most important","s3165",0
"1908 09 19",45,22,"in our opinion such an issue will cause great dissention between industry and labor at a time when it is most vital to unite for undivided attention for the prosecution of the war and the maintenance of essential production","s9632",0
"1908 09 19",5,50,"brick stone terracotta iron cementing on above contractor j w miller cost $32 221 50","s1789",0
"1908 09 19",5,50,"clement near sixth ave all work for a two st ory and basement frame building owner julia bressler architect j b ogborn contractor j b ogborn f b adams cost $5436","s1791",0
"1908 09 19",15,19,"the so called open shop is the antithesis to the union shop and therefore an economic falsehood and can never prevail","s3450",0
"1908 09 19",20,19,"it is not quite respectable any more than it is safe to take advantage of the government in trade either as to price or as to quality and there is a larger respect in the business world for the government s ability to take care of itself in these matters arising from certain experience therewith","s5497",0
"1909 08 14",17,50,"when i was in such a fight i never stopped to consider who the fellow beside me was so long as he was hitting in the same direction as i was","s4402",0
"1909 08 14",36,6,"president roosevelt advised him that he has placed the matter before the federal emergency administrator of public works for consideration and protests have been pouring in to washington from all quarters against this order since the commissioner so forcefully called the attention of all involved to what it will mean to organized labor throughout the country if this order is allowed to continue in force with its illegal and unconstitutional discrimination against union contractors who will be effectively barred from receiving any public works contracts so long as the order remains in force as they cannot meet the competition of open shop contractors who are permitted under it to hire as many as four rough carpenters assistants or helpers to one carpenter","s8293",0
"1909 08 14",5,24,"the international typographical union has withdrawn the charter from telluride printers union for taking part in the deportation of union miners the curious power","s1279",0
"1909 08 14",5,50,"they are those who use the forms of law to work injustice those who prostitute authority to selfish ends","s1843",0
"1909 08 14",83,6,"immigration service has found that many of the employees around the country are illegal aliens but the company bails them out as soon as they are arrested after all good labor at starvation wages is hard to find","s12478",1
"1909 08 14",15,22,"the brutal manner in which the latest strike in british south africa was crushed to please exploiting capitalists who stopped at no crime and the deportation of those persons who through the faith which the workers placed in them were at the head of the movement have all the more for the reasons stated aroused feelings of bitter disappointment and abhorrence","s3582",0
"1909 08 14",4,28,"curiously enough in the higher callings and professions which require skill or scientific training instead of mere mannual labor there was hardly any field for woman s activity","s1058",0
"1909 08 14",1,39,"director will proceed to sacramento and look after branch no 1 for a few days","s323",0
"1910 01 08",5,50,"the charge against these men is that they used such influence as they had to persuade american citizens to vote for or against candidates for office","s1826",0
"1910 01 08",23,1,"guldner gives 2 cylinder engine 1750 lbs 3 cylinder 1300 and 4 cylinder 1100 lbs of concrete per b","s5890",0
"1910 01 08",23,1,"i have gone into some of the details as above merely to show what an enormous field there is for an economical power producing engine like the diesel","s5893",0
"1910 01 08",14,41,"new home of the sailors and fishermen organized labor is indebted to its esteemed contemporary tbe coast seamen s journal for tbe accompanying illustration of the new san francisco home of the sailors union of the pacific and the alaska fishermen s union","s3107",0
"1910 01 08",21,3,"we of the building industry and in private enterprise have suffered more in the last eight years since the depression of the thirties","s11948",0
"1910 01 08",1,39,"frank bricker a member of the board of directors was appointed as financier of the union to look after the financial welfare and to hold for safekeeping all valuable papers badges etc and to assist the secretary","s315",0
"1910 02 05",21,5,"secretary of labor ray marshall is making his first trip to san francisco since his appointment by president carter to attend a meeting of the federal committee on apprenticeship","s12158",0
"1910 02 05",3,22,"americans he said had not solved the problem of evolving a high type of labor leaders","s665",0
"1910 02 05",11,19,"this gray haired woman who has been in the thick of every miners struggle for the last thirty years has lately made a trip along the mexican border where she received at first hand proofs of the systematic espionage persecution and imprisonment which continually follows mexican political refugees in this country","s2441",0
"1910 02 05",11,19,"it is well known that the great mineral belt running thrugh arizona crosses the border into the state of sonora mexico and that an economic menace to american miners is fast developing through the starvation wages paid mexican miners whose product competes with the output of american ore","s2439",1
"1910 02 05",26,13,"34 dealing with minimum wage for members of his craft and the committee recommended concurrence which was adopted","s6637",0
"1910 04 09",17,4,"entered at the postoffice at san francisco cal on august 20 1901 as secondclass matter","s4128",0
"1910 04 23",1,21,"it is notable that the miners parliament excludes the press and the public from its deliberations","s249",0
"1910 05 07",1,21,"such a refusal is an exercise of their own right of contract and it cannot be a violation of the right of anybody else","s267",0
"1910 05 07",18,8,"most of the women carried babies their faces showing the pinch of hunger in their arms","s4545",0
"1910 05 07",15,39,"after we have reached the age of responsibility each one of us makes his own face","s3602",0
"1910 05 07",1,14,"noted men in politics labor and science will address the meeting on behalf of the people attend the mass meeting at the metropolitan temple next monday night may 7th and help shut the doors on the japanese","s02",1
"1910 05 07",18,12,"it pays to day cash at pragers our bargains prove it hats trimmed free iiur market sc the bargain storeorganized labor saturday march 24 1917 7","s4667",0
"1910 05 07",69,16,"hummel was one of about 20 witnesses to appear at a fivehour hearing of an assembly sub committee presided over by assemblymman j","s11501",0
"1910 10 01",1,14,"be it further resolved that we respectfully petition our senators and representatives in congress to use their best efforts to enact a similar law or secure such international agreement as will secure this coast against any further japanese immigration and thus forever settle the mooted mongolian labor problem demands of the labor council the following resolutions in reference thereto introduced by w","s24",1
"1910 11 19",26,13,"at the request of the conciliator the workers remained at work pending settlement and an agreement was reached without recourse to strike","s6658",0
"1910 11 19",23,17,"there is much more to this analysis that is pertinent to the subject and that is worthy of careful study by every active man in the labor unions","s5949",0
"1910 11 19",23,17,"call tabloid of international labor newschina building building in shanghai was particularly active during 1921 there having been erected 5 344 structures of a total estimated valuation of $14 161 976","s5951",0
"1910 11 19",19,39,"if you act boldly you will make some mistakes you will suffer pain hut you will learn and you will live","s5152",0
"1910 11 19",12,17,"sanchez near 22nd all work except plumbing for alterations for two story frame building flats","s2717",0
"1911 03 18",12,17,"cost $5440 16th and guerrero excavation carpenter roofing mill stairs glazing j terracotta glazed brick hardware and plastering for three story and i basement frame undertaking establishment and flats","s2721",0
"1911 03 18",65,13,"we might add that more exact ing vigilance during budget periods over funds reqeusted by the various departments for proper maintenance will not be cut to the bone to the retriment of equipment and facilities of such departments which will result in higher costs and higher taxes in the following years","s11030",0
"1911 03 18",65,13,"cards for the non registered will be used by local cope to secure the registration of those members the job of checking registraj tions which usually takes volunteers in one county about three months will be done in a","s11091",0
"1911 03 18",23,17,"seamen s strike the recent strike of seamen dock workers and cargo coolies of hongkong has almost completely paralyzed shipping at that port there being over 250 000 tons of freight and 170 steamers tied up at the beginning of last month","s5952",1
"1911 03 18",28,19,"campbell who was murdered last october took the witness stand and identified madsen and pesce as two members of the party who attacked campbell his testimony was discredited when it was shown that coyle in testifying before the grand jury last october said that he could not identify any members of the attacking party because he was in a dazed condition his glasses were blurred and the men were running away from him","s6356",0
"1911 03 18",72,19,"they often respond to power pressures giving up against their better judgment unless they can prove a different public reaction","s11848",0
"1911 03 18",23,17,"tear down the barriers of prejudice and isolation with which certain elements are showing a tendency to surround you as with a chinese wall","s6026",0
"1911 03 18",30,9,"the japanese petition president hoover among the letters sent to washington for consideration of president elect hoover is one from the kobe japan japan ameri can society signed by its president shinkichi tamura","s7486",0
"1911 03 18",23,30,"read these reports regularly and keep yourself posted in regard to what is going on","s6148",0
"1911 03 18",23,30,"principle does not permit of dilution or amendment a fact that is ignored by politicians and barterers in the people s rights","s6170",0
"1911 04 29",27,22,"from wurtemberg 190 and from baden 201 out of every 100 000 inhabitants emigrated home education the child s first school is the family froebel issued by the national kindergarten association 8 west fortieth street new york city","s6959",0
"1911 04 29",34,14,"when great tall structures commanding enormous loads long spans and high walls as successfully resist an earthquake as did the los angeles city hall it must be obvious to laymen that smaller commercial buildings stores apartment houses churches schools hospitals and theaters surely can be built to protect life and limb","s8632",0
"1911 04 29",67,11,"the total package of the bricklayers local no 7 starting january 1 1969 will be $7 81","s11480",0
"1911 11 11",6,3,"marcus junius brutus the last of the romans has been extolled by the poets and philosophers of the last two thousand years not because he assassinated caesar but because of his unquenchable spirit and manliness","s1918",0
"1911 11 11",15,22,"the executive council of the amalgamated danish trade unions representing 110 000 members enters a protest against the inhuman illegal and uncivilized acts of the government of south africa which were directed against the workers during the recent labor dispute in that british dominion","s3586",0
"1911 11 11",61,8,"salvatore scoma monterey mohawk service drop in and let us serve you better 198 monterey blvd","s10775",0
"1911 11 11",12,17,"the abolition of all forms of in voluntary servitude except as a pun ishment for crime","s2736",0
"1911 11 18",34,14,"the amendment gives the president authority to fix the manner of recruiting the workers and the right to fix a cash allowance for the workers","s8569",0
"1911 12 23",29,52,"the passage of this amendment it is asserted would remedy difficulties often encountered by deputies of the division when they endeavor to ascertain the number of hours worked by men on public work where overtime is reported to have been worked in violation of the law","s7024",0
"1912 04 13",1,15,"it was a meeting of americans willed together to protest against a coolie invasion and to prevent american communities from being orientalized","s81",1
"1912 04 13",1,15,"congressmen do vries and needham expressed themselves emphatically in opposition to the further immigration of japanese and in favor of the enactment of laws to prevent it at once senator perkins declared that he was apposed to thei further immigration of japanese but he held that nothing other than a rigid enforcement of immigration laws can be done >ntil jbi treaty with japan is modifle these letters will be published in organized labor in the next issue","s84",1
"1912 04 13",1,18,"to effectively fight chinese convict and scab made shoes the san francisco labor council has organized the local boot and shoeworkers as a local of their national union and to day an agreement was signed between the united workingmen s boot and shoe co and the boot and shoeworkers union by which every boot and shoe henceforth turned out by this company will bear the union stamp of the boot and shoeworkers union","s187",1
"1912 04 13",30,9,"9organized labor saturday march 2 1929$1 50 per yearwould open the doors of the united states to japanesetwo units of the federal council of the churches of christ in america the committee on the orient and the national committee on american japanese relations decided in a joint meeting of their respective executive committees to put into operation at once plans considered prior to the recent election for securing immigration quota for japan","s7480",0
"1913 04 12",67,25,"94116 phone 564 2970 of menlo park 610 santo cruz avenue menlo park 94025 phone 324 1625booming economy","s11266",0
"1913 10 11",23,17,"public health service reports that efforts during the year to discover the unidentified food substance whose absence from the diet causes pellagra have excluded two of the three known vitamines","s5966",0
"1913 10 11",18,49,"the report is presented in eight sections showing the results of inquiries in eight separate districts of great britain","s4894",0
"1913 10 11",27,22,"i m hungry repeated johnnie and the tears started on their course down two rosy cheeks","s6970",0
"1913 10 11",5,27,"every contract combination in the form of trust or otherwise or conspiracy in restraint of trade of commerce among the several states or with foreign nations is hereby declared to be illegal","s1657",0
"1913 10 18",26,32,"he decried reports that there have been extensive bootlegging of emigrants or that there has been any great influx of smuggled aliens across the canadian or mexican borders condemn paint sprayingaberdeen wash the paint spraying machine was condemned at a conference of organized painters at their annual conference here","s6859",0
"1913 10 18",5,27,"chairman and gentlemen it has not been the aggressions of the labor organizations that have caused this disturbance bnt it has been the reckless unlawful and unprecedented use of the injunction","s1691",0
"1913 10 18",5,27,"simply nodded his head as he artlessly said bring out all wot you ve got an i ll try ally sloper husband now wipes the dishes a luray man objected to doing the chores around the house and attempted to show by quoting the scriptures that such duties belonged to the women","s1694",0
"1913 12 27",27,22,"it is the extra quality that we can pet into our shirts because we make them that has made eaoleson ft co famous for its fine shirts and enables us to guarantee every one unconditionally","s6991",0
"1913 12 27",27,22,"the star press printers and publishers 1122 1124 mission street san francisco books magazines newspapers church society and commercial printing phone park 6380 6381 good work fair prices emerald","s6993",0
"1913 12 27",5,27,"all are requested to help secure the enactment of this bill during the coming session of congress","s1643",0
"1914 02 14",30,48,"it is charged that some aliens are now employed on this work which is in violation of the state laws of california california will leave nothing undone to aid prosperity drivecalifornia was the first state to officially respond to the appeal of president hoover to speed up construction work as a means of relieving unemployment and stabilize industry as a part of the nation wide prosperity drive launched by president hoover at a series of conferences in washington the past week with leading bankers manufacturers farmers and labor officials","s7855",0
"1914 02 14",30,48,"letter from greenlocal labor organizations are in receipt of communications from william green president of the american federation of labor ur ng that the san francisco labor movement conduct an aggressive campaign of organization as part of a national organizing campaign care of aged workers is duty of industryby james p","s7878",0
"1914 03 14",27,22,"seine et oise seine et marne and oise the san francisco bank savings commercial incorporated february 10th 1868 one of the oldest banks in california the assets of which have never been increased by mergers or consolidations with other banks member associated savings banks of san francisco 526 california street san francisco cal","s6985",0
"1914 03 14",30,48,"so that when you ride trains or street cars when you purchase electrical machinery or appliances or buy a kodak or rent a telephone in the price you pay is included the cost of such insurances and pensions and the purchaser pays","s7884",0
"1914 03 14",4,18,"it is the order of the council that the penalty for violation of this law be strictly enforced","s891",0
"1914 05 09",15,22,"the general federation of the trades l t nions of the austrian empire expresses its feelings of indignation against the absolutely illegal deportation of the strike leaders who gave no cause whatever for this destruction of their means of livelihood and who in trying to lead the workers who trusted in them to a higher plane of life were engaged in one of the highest tasks of civilization for which they deserve thanks and recognition of all true friends of humanity","s3569",0
"1914 05 09",15,22,"the executive of the federation of the trades unions ofthe labor party and of the independent trade unions of belgium meeting in conference upon the question of the repressive measures adopted against the militant trade unionists of south africa during the recent general strike and having regard to the fact that the right to strike is held sacred by the workers in their struggle against the powers of capitalism places on record its emphatic protest against the deportation of the representatives of the workers and sends assurances of solidarity to the workers of south africa who are so sorely stricken by this unjustifiable act","s3571",0
"1914 05 09",34,13,"douglas shoe company was founded by a man with one idea to sell his customers shoes giving the greatest possible value at the lowest possible price","s7974",0
"1914 05 09",30,35,"the replacement of canadian workers by immigrants was denounced by the local trades and labor council","s7498",0
"1914 05 09",32,5,"cloak and suit manufacturers who maintain relations with the international ladies garment workers union are notified to abandon their secret efforts to induce workers to 1 accept lower standards","s8022",0
"1914 05 09",37,6,"seamen s union visions sea workers federationthe principle of a national federation of unions of all sea going workers was approved by the convention of the international seamen s union of america","s9060",0
"1914 05 09",15,22,"in particular we give expression to our indignation by protesting against illegal deportation of the south african labor officials who conducted the recent strike against the persecution carried out by military force in order to trample upon the rights of citizens which are valid in all countries and to our knowledge in south africa also","s3575",0
"1914 05 30",15,22,"it has caused strikers to be bayonetted back to work and finally it has deported nine south african citizens","s3592",0
"1914 05 30",46,26,"the alternative is to leave it up to the individual union members to decide for themselves whether they are satisfied to remain working under these unjust conditions while certain unscrupulous employer groups use these brackets as ammunition in their coming battle to cut wages in los angeles","s9669",0
"1914 05 30",37,6,"in refutation of all this balderdash works progress administrator hopkins with the indisputable facts before him definitely declares that not one worker in a hundred has shown preference for relief rather than work","s9059",0
"1914 05 30",1,15,"$1 50 per year japanese exclusion immense mass meeting asks protection against the asiatic hordes","s66",0
"1914 05 30",18,49,"the adventures of an american secret service agent in penetrating to the very heart of the wilhelmstrasse berlin s central spy office are portrayed in this picture","s4916",0
"1914 05 30",46,26,"these utilities the taxpaying private industry has insisted on destroying itself by resisting demands of their employees for higher wages","s9654",0
"1914 05 30",46,26,"instead of whining about taxation and competition from the government in the utility field it would be well for the utility companies to take steps to meet these demands","s9659",0
"1914 09 26",37,6,"refusing to reinstate paul scharrenberg a member of said sailors union of the pacific whose expulsion was appealed to the executive board as provided in article 17 and was held to be illegal and therefore null and void","s9007",0
"1914 09 26",37,6,"it instructed the executive board to take whatever steps may be deemed necessary to safeguard and protect our loyal members on the pacific coast","s9012",0
"1914 09 26",37,6,"all of this excepting the small cost of materials goes into salaries mostly to residents of san francisco","s9035",0
"1914 09 26",37,6,"the truth is of course that jobless workers are even more subject than employed workers to all the hazards affecting the life and health of themselves and their dependents but these unavoidable delinquencies are not taken into consideration by the anti social elements who regard the victims of unemployment as vagrants deserving public condemnation","s9057",0
"1914 09 26",46,26,"the meeting is called in protest to the tenth regional war labor board s nine months stall in making a decision on the revision of the metal trades wage brackets","s9666",0
"1914 10 10",1,15,"from the time of the construction of the central pacific railroad and its tributory lines up to 1884 the people of california when the state became literally overrun with chinese labor labored long and earnestly for relief","s126",1
"1914 10 10",1,15,"one of the most dangerous classes of japanese labor is that of the farm laborer a person of very inferior intellect dull and stupid who works froi daylight to dark in his native land or the sum of $3 00 per month silver or $1 44 gold","s128",1
"1914 10 10",52,9,"♦ union stand forces aliens qff work state law forbidding hiring of aliens on public works projects was enforced in the sun jose area last week and two yugoslavian displaced persons were ordered aff a sanitation project by deputy state labor commissioner william j","s10705",1
"1914 10 10",1,15,"the chinese are coming in droves as full grown native sons and now the japanese are coming at the rate of 8 000 and more per year","s100",1
"1914 10 10",1,15,"personally we have nothing against japanese but as they will not assimilate with us and their social life is so different from ours let them keep at a respectful distance","s101",1
"1914 10 10",1,15,"the decline of rome dates from the time she brought her subjugated people to italy as staves and placed them on the farms and vineyards driving the native born population to jfhe city","s107",1
"1915 03 27",1,15,"in this state 75 per cent of the sugar beets produced are produced by japanese labor","s121",1
"1915 03 27",1,15,"the following resolutions were unanimously adopted by the great meeting amid rousing cheers whereas it has become apparent that strenuous efforts gre being made with the object of removing all barriers to the free entry into the united states of cii nese upon the expiration of the chinese exclusion act and whereas our expansion dictates that not only should the policy of exclusion be continued but it phooid be extended so as to embrace xe japanese and to obviate the shortcomings of all previous efforts in this direction by which the laws have been largely nullified herefore be it resolved by the citizens of sanfrancisco in mass meeting assembled this seventh day of may 19c that we urge upon congress to re enact the chinese exclusion act with such additions as may be necessary to make it fully effective for the protection of american labor and be it further resolved that we also urge the adoption of an act of congress or the adoption of such other measures as may be necessary för the total exclusion of all classes of japanese other than members of the diplomatic staff","s123",1
"1915 03 27",30,9,"it suggests that japan desires some action by which there wjll be removed from her citizens the ignominious stigma of being classed as undesirable fifth class immigrants and that she would perhaps be satisfied with quota classification which would admit less than two hundred per year","s7493",0
"1915 03 27",30,9,"the legislature and the quota paul scharrenberg secretary of the state federation of labor is authority for the statement that the california legislature before its adjournment will probably be asked to investigate the evidences of a preconcerted campaign in japan and this country to force congress to take a preliminary step for admission of oriental immigration by granting quota to the japanese","s7495",1
"1915 03 27",30,9,"resumption of the exclusion fight at the office of the california joint immigration committee representing the state organizations of american legion federation of labor and native sons inquiry was made as to the announced plan of the federal council of the churches of christ in america inaugurating an active campaign to secure from congress immigration quota for japan","s7497",0
"1915 03 27",30,9,"it would he added have an unfortunate result in disturbing the amicable relations between japanese and whites in california which had been established under encouragement from leaders on both sides","s7499",0
"1915 05 15",30,9,"he realized too that the demand for quota was receiving support from some who believed in maintaining the basic principle of exclusion of aliens ineligible to citizenship but did not understand the effect of granting quota to japan","s7500",1
"1915 05 15",1,15,"officials merchants mechanics lawyers and economists submitted the atratling facts of the present asiatic invasion and pointed out in solemn warning the dire consequences which will follow not only to the people of this city and state but to the people of the united states","s74",1
"1915 05 15",1,15,"the agitation started months ago by organized labor has brought forth its first results and the japanese exclusion campaign is started","s75",1
"1915 05 15",1,15,"chairman macarthur on calling the meeting to order stated its object and said that under existing industrial conditions cheap labor was the desideratum rather than intelligenceland skill save in exceptional instances","s76",0
"1915 05 15",1,15,"the japanese he said axe only automatons mere machines in which their physical endurance and mode of living cheaply weighed heavily against the american workingman and his better social condition and declaring them to be a protest against the influx of japanese labor which has assumed the alarming proportions of an invasion","s77",1
"1915 09 04",1,15,"while we are going to the philippines he said to assimilate the natives there the japanese and chinese axe coming here to assimilate us","s78",1
"1915 11 13",5,27,"any toller who possessed of the knowledge that he can be partially the means by which the hon cigarmaker and his family may have a comfortable living a pleasant home and a little of life s happiness deliberately smokes a chinese or eastern cab cigar is guilty of the grossest heartlessness and cruelty and through his alflsh indifference to the welfare of his brother toller is unworthy of the respect or consideration of his fellow men as an ulcer on labor s cause and a scab at heart","s1710",1
"1915 11 13",1,15,"i do not charge that all california producers resort to asiatic labor but i do know that many of them who have sought legislative aid to have included in the laws which govern public contracts and supplies for our municipalities provisions requiring the coosumption of california goods yet at the sarpe time i see no provision requiring the employment in the production of these goods of american labor and i would suggest that hereafter where the goods produced in this state are urged that not only home industry be the motto but that it be changed to home industry by american labor","s148",1
"1916 01 22",26,18,"a complete description of the work of the marble carver would involve great digression from the field of modern commercial art and although the history of this craft is of peculiar interest embodying as it does the preservation of the noblest concepts of the human mind we have no desire at this time to enter into such digression","s6685",0
"1916 01 22",30,9,"in this issuethe american federation of labor and its predecessors 1 would open the doors of the united states to japanese 1 1 san francisco to honor trades unionists 1 what the supervisors did 2 survey shows labor victims of united states anti trust laws 3 a true story by the editor 3 candid comment and criticism 4 pen point punches 5 smiling thru 6 household hints 6the american federation of labor and its predecessorsthe national labor union by frank duffy general secretary united brotherhood of carpenters and joiners of america and first vice president the american federation of labor","s7523",0
"1916 01 22",1,15,"here they are domiciled in the japanese boarding house an indispensable feature of every producing district where japanese are engaged","s138",0
"1916 01 29",4,40,"r mgan c i t 4 1 ci jak u y v dr tk^rrvm mksor j unico j j","s1276",0
"1916 02 26",1,15,"our daily prose each day contain dispatches from the producing districts showing where thousands of japanese are displacing american laborers","s141",1
"1916 02 26",1,15,"these communities have a fixed settled substantial patriotic laboring element domiciled in the districts where they labor year in and year out in the sumrnekjftptng mr harvesting and in the wiaufsmh oiv work as the districts provide while in california they have been driven from agricultural labor to the highway and strawstack iake any of our railway and transportation lines and you are confronted with two pictures one that of the japanese industriously engaged in the field and the other that of american laborers with all they possess strapped upon their backs going from place to place vainly in search of employment and when night overtakes them with the canopy of heaven as their roof laying their weary bones to rest on the roadside","s145",1
"1916 07 15",1,15,"immigration commissioner north in his report for the month of april shows that out of 923 foreigners 686 were jananese equal to 74 per cent of the total foreign immigration arriving at this port an annual influx of japanese of over 8 000","s133",1
"1916 07 15",1,15,"so many come in this way that it would be an utter impossibility to maintain a sufficient force to apprehend them hence our state is being filled with this undesirable class to the absolute exclusion of the american laborer","s136",1
"1916 07 15",1,15,"upon their arrival in this city they are taken in charge by the japanese boss and shipped to the beet fields of salinas the orchards of colusa the hop fields of sacramento wheatland and pleasanton and to the vineyards of fresno","s137",1
"1916 07 15",31,22,"the campaign now under way first got its impetus from the work of president frank c","s7204",0
"1916 08 19",64,23,"he 1 0131 i < for luncheon or dinner the world famous exposition fish grotto the wharf s finest grotto sil oliva mgr","s10915",0
"1916 09 16",1,15,"this is the latest trick by which chinese in china are making their way into this country as nativeborn american citizens","s93",1
"1916 09 16",26,18,"the other decision gives material dealers the right to refuse to sell materials to contractors who employ union men","s6708",0
"1916 09 16",21,40,"indirectly connected with this movement is a demand for nationalization of the mines which the coal diggers have vigorously urged for the past several months","s5697",0
"1916 09 16",1,15,"he spoke long and eloquently on the local situation regarding the influx of chinese and japanese laborers","s85",1
"1916 09 16",1,15,"after referring to the struggle to secure the passage of the existing exclusion act and the fact that despite it the chinese laboring class is constantly increasing he said that he sympathized thoroughly with the position taken by united labor and that from whatever point of view we look asiatic labor chinese japanese filipino is invariably asiatic labor and unwelcome unsolicited and unwholesome for us","s89",1
"1916 12 09",1,15,"mayor phelan spoke in part as follows stepping into the recorder s office the other day and turning to the register of births desiring to see how the population of san francisco was increasing under the new charter i was surprised to find a large part of the records were chinese accompanied by photographs of men of 40 or more in every case with chiense doctors certificates that the man was born in this country","s92",0
"1916 12 09",4,40,"its founders devised a system which eemed to assure the means of asi certaining that will of enacting it i into legislation and enforcing it j through tjie administration of the i law","s1237",0
"1916 12 09",14,41,"the world should understand that no institution has shown a greater inhumanity to man than the united states steel corporation","s3138",0
"1917 01 13",50,1,"according to the heller committee a healthful and decent standard of living for a worker his wife and two children requires an income of $78 50 a week","s10440",0
"1917 01 13",35,23,"working on a restaurant in fresno who have no cards and asking the council to assist in straightening out this matter received and referred to the executive committee","s8748",0
"1917 01 20",10,33,"dry the sediment and place in shallow earthen or glass dish and pour on to it sulphuric acid until the white fumes commence to rise","s2389",0
"1917 01 20",7,2,"press committee the building trades council protests the building trades council lately adopted resolutions protesting against any modification of the chinese exclusion act and asking our representatives in congress to urge the passage of an act to exclude japanese","s2055",1
"1917 02 10",5,42,"if you pay a visit to the convention hall during one or more of the sessions of the federation you will agree with us that the twenty fourth annual convention of the american federation of labor compares favorably both in intelligence and sturdy manhood with any similar gathering that ever convened in san francisco","s1404",0
"1917 02 10",5,10,"brockton union labor circles favor a state law to make eight hours a day s work for state county and municipal employees","s1302",0
"1917 02 10",68,7,"the initiative proposition is so new that it has not j r et been given a number","s11401",0
"1917 02 24",85,7,"this right was established by the united states supreme court in the case of nlrb vs","s12421",0
"1917 02 24",43,44,"the fight has reached the stage where no amount of reasoning will have any influence over the actions of these ruthless advocates of nazi rule for california","s9404",0
"1917 03 24",9,31,"it is an effort to fasten an offense on them when they are innocent of any unlawful or illegal act","s2107",0
"1917 03 24",9,31,"injunctions as issued against workmen are never used or issued against any other citizen of our country","s2105",0
"1917 03 24",9,31,"with our position so often emphasized and so generally known it is nothing less than willful untruth and misrepresentation for any one to declare that it is our purpose to obtain any special privilege particularly the undesirable and unenviable liberty of creating a privileged class of wrongdoers","s2126",0
"1917 03 24",43,44,"that is why they are not concerned with whether or not labor has lived up to its pledge of no stoppages of work","s9474",0
"1917 03 24",43,44,"largest red cross contingent at the three posts is in new caledonia where the red cross field staff is headed by william e","s9503",0
"1917 03 24",68,7,"piledrivers 34 the piledrivers have a lot more to ask than the carpenters travel time shift work number of men in crews parking portal to portal pay divers agreement and many other points we must also maintain our 13 cents differential over the carpenters","s11373",0
"1917 03 24",68,7,"the above are some of the comments contained in the june health and welfare report released by the california council for health plan alternatives cchpa","s11378",0
"1917 03 24",11,2,"robbinsempire plaster manufactured by the nevada gypsum co pacific building san francisco empire piaster for sale by all dealerstfrwf fchorsfcelljr >¥ l4vm3fiu ij hite worse jl whisky","s2510",0
"1917 08 11",64,23,"get your wife interested in the credit union movement attend a meeting the next credit union meeting is march 10 at 8 p m 457 bryant st san francisco","s10899",0
"1917 08 11",20,5,"longuet representing the majority socialists of france at the inter allied labor conference in london expressed his regret that what he called the american socialist party was not represented in the conference","s5394",0
"1917 10 13",50,1,"impartial observers at the election were several hens stationed on roosts who clucked occasionally during the balloting special meeting of lathers n 0 65there will be a special meeting of lathers 65 for the purpose of seeing motion pictures of the trade and a discussion of matters of importance to the trade to be held wednesday night january 5 1949 in the building trades temple 200 guerrero street at 8 p m sharp business representative james f","s10482",0
"1917 10 13",51,49,"these strong protests against substituting gas buses in place of street cars resulted in the commission s recommendation to purchase 30 additional pcc cars to be delivered and placed in service during 1951","s10391",0
"1917 10 13",11,40,"white successor to porter white undertakers and embalmers 1214 eddy street phone west 770 home s 3414 building paper sheathing deadening felt and ready roofiing zellerbach paper co","s2664",0
"1917 10 13",65,15,"white also urges union members if you do blow up and quit without thinking do not apply for unemployment insurance","s11283",0
"1917 10 13",11,15,"in the great cities where our civilization has reached its highest development and where extremely rich flaunt their ill gotten wealth there the social evil thrives the best","s2261",0
"1917 12 08",17,50,"the only thing i have ever feared for organization was that it would go to pieces from internal dissension within its own ranks","s4359",0
"1917 12 08",17,50,"they worked together their objects were alike the thing to be accomplished was beneficial to all and they stood as one man and accomplished the purpose","s4412",0
"1918 01 26",85,7,"american workers can expect to pay over $24 million in added taxes if a plan tentatively approved by reagan is enacted","s12433",0
"1918 01 26",85,7,"union members must get behind the fight for tax justice and oppose any taxation of their benefit plans","s12444",0
"1918 03 16",3,49,"the entrance to this ideal place is through a road lined with stately palms bordered by magnificent roses and orange trees thence into a large eucalyptus grove under which grow a multitude of rare flowers and shrubs","s750",0
"1918 09 28",20,5,"when the inter allied labor conference opened in london i september 17 early in the tnornihg there were sent over to my","s5366",0
"1918 09 28",5,42,"greedy trusts as well as greedy unions are both pursuing a course which is dangerous and detrimental to the common welfare of the people","s1418",0
"1918 11 16",52,9,"pat brown for an opinion on the case having testified that they believed the men s status as displaced persons exempt them from the antialien law","s10712",1
"1918 11 16",35,23,"to him also goes much of the credit for piloting the la follette seamen s bill designed to improve the conditions of the american sailors through the house of representatives and for the enactment of the eight hour law for federal employees","s8769",0
"1919 02 01",35,23,"wilson and former senator page of vermont were the joint authors of the bill providing for federal assistance to vocational education","s8770",0
"1919 02 01",15,19,"it has always been an ardent advocate for woman suffrage and its strength and influence has ever and anon been on the side of the weak and oppressed because its principles are equality for all","s3471",0
