date,volume,number,sentences,count,id,likely_pos,code
4/29/05,6,14,"whatever action we now postpone must ultimately be taken with tenfold force and w-tth dangerous friction when the burden of asiatic and of japanese immigration, already grievous and destructive, ha.s become still more pernicious and still more intolerable.",40,s1698,TRUE,1
6/27/42,43,26,"the governor says, “this shortage has developed largely as a result of many thousands of farm workers going into defense factory jobs, with the army draft and the japanese evacuation being additional important factors.",34,s9608,TRUE,1
9/21/12,13,38,"considerable building is in progress in portland and the unions are upon a solid foundation.a native daughter.frank seward, a popular printer in the employ of the james h.",30,s3422,TRUE,0
3/10/06,7,7,"the american people have no business—the american government has no business—to assume the right to uphold any element, whether that element be clothed in the garb of the church, or be operating under any other auspices, or to any other end—in an effort to compel the people of china, or any other country, to accept teachings which to them are obnoxious or undesirable.",66,s2106,TRUE,0
3/10/28,29,10,"casey in repudiating this sharp practice and favored an appropriation large enough for the government to fulfill its promise.needle trade citizensmorris siginan, president of the international ladies’ garment workers’ union, new york, announces that 75 per cent of employes in the needle trades are now american citizens, and 25 per cent unnaturalized aliens.",54,s7210,TRUE,1
8/12/63,63,9,"a native of italy, capriolo emigrated to san francisco before the turn of the century and resided here all his life.",21,s11548,TRUE,0
10/2/43,44,40,"during the recent invasion of sicily, a battalion of the seabees is credited with saving the lives of 90 men on a bombed ship and minutes later they had landed and “persuaded” a contingent of italian defenders to surrender their arms and flag.",43,s9912,TRUE,0
6/26/15,16,26,"so the purpose of the commission is to deal as broadly as possible, to make investment more safe and to relieve the people from fraud.new york’s alien labor lawihe power that most insistently upholds american standards is the trade-union movement.",43,s4362,TRUE,1
3/17/17,18,11,"the firm was backed by the antiboycott association and sued for a permanent injunction and $loo,ooo damages on the ground that the union was engaged in a conspiracy, that it restrained trade and commerce, that the union label was—illegal and that the boycott was unlawful.",47,s4817,TRUE,0
4/29/05,6,14,"an analysis of the records of the steamship companies has, however, been partially made under the direction of the state bureau of labor, and from this it would seem that during the years 1903 and 1904, the period selected for such analysis, the number of japanese arriving from hawaiian ports was 7270, while during the year 1904 672 japanese arrived from victoria, in british columbia.",65,s1744,TRUE,1
3/29/02,3,9,"the only remedy, as far as the supplies for the municipality are concerned, is an amendment to the charter, which must provide that all supplies for the city and county shall be of california white labor production, to the exclusion of the articles manufactured under the eastern tenement and sweat shop system.",52,s1090,TRUE,1
4/29/05,6,14,"this is another asiatic mystery the movements, the motives the coming and going of these stoical strange mongolians are as a closed book to the white races.",27,s1764,TRUE,1
4/29/05,6,14,"they have not only driven out the white laborers, but are now getting possession of the orchards as renters, and are killing off the small owner through a ruinous competition.",30,s1690,TRUE,1
4/29/05,6,14,"he says that however receptive the japanese may be, there are some things that they have learned without american aid.",20,s1835,TRUE,0
4/21/23,24,16,"these corporations bemoan the shortage of labor, and insist that they have free access to the balkans and eastern europe, the source of the cheapest white labor in the world, and which is willing to work for 36 cents an hour.",41,s6261,TRUE,1
9/29/00,1,35,"dunn, esq., a trusted officer of the department, was placed in charge of the chinese bureau, with orders to “enforce the laws.”",22,s483,TRUE,0
4/29/05,6,14,let us ask ourselves what the japanese themselves would do if the positions were reversed and they themselves had to confront an alien invasion.,24,s1840,TRUE,1
3/29/02,3,9,the supervisors have no alternative; they must let the contract to the lowest bidder who offers adequate security.,18,s1053,TRUE,0
8/11/45,46,32,at the same time it has been intensifying the shortage by the $3 job tax on native americans who seek employment.,21,s10323,TRUE,0
4/18/25,26,16,"it is /leclared that the present system of passing appropriations is illegal, and the resolution will cause the people to dispuss the entire state police system.unemployment plan adopted by unionistschicago.—organized ladies’ garment workers have established an unemployment fund along lines similar to new york employers and unionists in this industry.",52,s6653,TRUE,0
4/29/05,6,14,it has been shown through the columns of that paper that the japanese have been coming to the united states in such numbers as to carry grave menace to the industrial conditions of the coast.,35,s1686,TRUE,1
6/13/83,83,11,"quentin said it is illegal or something, and passed around to his colleagues a memo fromthe city attorney’s office which he claimed supported his position.",26,s12595,TRUE,0
3/24/23,24,12,"it involves the great underlying principle of free government.arizona town changed by jap importationsphoenix, ariz. —the atchison, topeka & santa fe railroad is employing japanese in an effort to break the shop men’s strike.",35,s6229,TRUE,1
7/16/27,28,29,"followed to its ultimate conclusion, this line of logic would make the government of the united states un-american because it has reared a tariff wall to limit the importation of foreign goods, bars undesirables from its shores and withholds suffrage from the mentally deficient.",45,s6962,TRUE,0
3/20/26,27,12,the automobile interests caused to be published in the san francisco newspapers a full page advertisement portraying that city as surrounded by a chinese wall through which the only outlet is the peninsular highway.,34,s6683,TRUE,1
6/24/63,63,6,"a native of san francisco, juzix learned bricklaying in 1911. and was indentured by his father, louis juzix.",18,s11483,TRUE,0
4/29/05,6,14,"california is, of course, the main gateway from asia, and while large numbers of japanese, the majority, indeed, remain upon the coast, there is a steady process of filtration eastward into the other states of the union.",37,s1736,TRUE,1
4/29/05,6,14,japanese sentiment is not yet represented by the willing servitors and the house-workers of san francisco.,17,s1838,TRUE,0
3/29/02,3,9,co into one of the sections of creator new york where the tenement toilers dwell and you will encounter a civilization that is as strance and unamerican as if it were not included in this land at. all.,38,s1072,TRUE,0
4/29/05,6,14,"the former demands action, courage and resource, but for the latter apathy and indifference alone are needed. 4_nd so the article which to-day we present to the public is but one of a series that is intended to show the reality of the japanese danger, its imminence and its growth.",51,s1701,TRUE,1
4/29/05,6,14,"however faulty may be the figures of the american authorities in classifying the nationalities with which they have to deal, we may reasonably expect some accuracy in japanese government returns.",30,s1772,TRUE,0
4/29/05,6,14,"further successes have now crowned the japanese army and navy we need not necessarily anticipate further anti-forelgn outbreaks upon that score, but we may certainly anticipate a calamity of another kind.",32,s1867,TRUE,0
6/19/09,10,25,"an insane man's leap from the roof of the japanese hospital at 1811 pine street, results in the death of t.",22,s2340,TRUE,0
9/30/16,17,40,"under a pretext for the “development of national resources” the doctors and promoters will again raise the cry for a few hundred thousand turbaned peons and several hundred cargoes of coolies, while, in truth, the real object is to exploit the country’s natural wealth with cheap and servile labor.",50,s4775,TRUE,1
1/14/28,29,2,if this attempt is successful it will stamp thej entire american labor movement as an illegal conspiracy.,17,s7105,TRUE,0
4/2/10,11,14,"craig said that his people desired to work hand in glove with the organized workers of the country, and that if the union men in the cities around the bay assist in the provision of white labor in sufficient numbers to harvest the coming crop, the ranchers of santa clara county would very likely do away with their japanese labor.",60,s2509,TRUE,0
4/29/05,6,14,"so far as the towns alone are concerned asiatic competition, both chinese and japanese, has, therefore, largely increased, and must inevitably still further increase so long an japanese immigration remains unchecked and so long as the chinese exodus from the country to the towns continues.",45,s1761,TRUE,1
11/10/28,29,45,"this is overlooked by citizens who plead for japanese admission, although the japanese themselves agree that america is within her rights, as in japan when that country debars korean laborers.arkansas needs workmen’s compensationthe eldorado (ark.)",37,s7519,TRUE,1
5/19/00,1,16,"san francisco.ijmoe äoo» *o«*eas ihmr the union stamp on boots and shoes ig >1 positive guarantee against nonunion, asiatic and convict labor.",24,s139,TRUE,1
8/11/45,46,32,"clark, carpenter’s mate, first class, and his son, earl james, seaman, first class, were in the operation during the normandy invasion in france.",24,s10335,TRUE,0
4/29/05,6,14,another sidelight upon the problem is thrown by the statistics of the japanese government itself.,15,s1771,TRUE,0
11/12/21,22,46,"if, after five years,' the alien has not consummated his intention as to naturalization, his lands, homestead or lease is forfeited to the government.",24,s5787,TRUE,1
4/29/05,6,14,"an issue of may, 1902, says: ""lately almost every steamer for the coast carries away a large number of japanese laborers from here.",23,s1782,TRUE,1
2/22/71,69,22,"yet they are excluded from social woorams directedtoward the so-called disadvantaged: medical aid, job training, head-start programs, and legal aid.",22,s11913,TRUE,0
4/29/05,6,14,"it is therefore evident that while the chinese population as a whole has decreased, the chinese population of the towns as opposed to the mining districts has increased.",28,s1759,TRUE,1
4/29/05,6,14,metin points out that japanese cheap labor may cause much trouble in the western world and even bring about a reduction in the wages of labor.,26,s1831,TRUE,1
3/27/37,38,13,it is less expensive and more effective to prevent the developing of delinquency than to endeavor to rehabilitate criminals.—e.,20,s8913,TRUE,0
6/25/54,53,39,"newsom said exploratory talks have already been held with various financial institutions, and a number of alternative programs are being studied. v the 'tentative floor plans drawn up by architect john w.",32,s10890,TRUE,0
6/26/15,16,26,"while the burnett immigration bill was undei* consideration by congress, we addressed a letter to congressman burnett in regard to the bill, and documents which we transmitted to him disclosed the fact that opposition to the bill emanated from the corporations that employed alien laborers for their own financial gain.",50,s4377,TRUE,1
3/10/06,7,7,"at the end of last year 47,218 chinese “miners” were working in the transvaal mines under contracts, and 2,000 more were on their way.subscription bates: where a union subscribes for its entire membership, a copy of the paper will be mailed weekly to each member for 76 cents per year (sw cents per month).",57,s2137,TRUE,0
3/10/28,29,10,"“incidentally,” he added, “you americans may as well realize that the chinese dislike you as much as they do every other foreigner.",22,s7151,TRUE,0
3/17/17,18,11,the court held that the secondary boycott is illegal and appointed a referee to assess damages.,16,s4824,TRUE,0
10/16/43,44,42,similar profits are made by the puppet governments in north china and manchuria and even high japanese officials are sharing the loot.,22,s10012,TRUE,0
9/12/03,4,33,"mechanics’ pavilion was packed to the doors every night by natives of scotland, england, france, greece, ireland!",17,s1451,TRUE,0
4/2/10,11,14,"mcmahon, president of the anti-jap laundry league, reported that no japanese laundries had been started since the white man’s organization had been instituted.",25,s2511,TRUE,1
6/27/03,4,22,"the mexican land and colonization company, an english concern holding a concession from the mexican government, is makeing arrangements to import large numbers of chinese to lower california before the close of the year.",34,s1367,TRUE,1
12/31/21,22,53,"there was enough reverie in the past and postulatory exhibitions, whose parts were acted by radical elements, to alienate public sympathy from the cause of labor to strive to be more considerate henceforth for ways and means which will not rob it of a valuable asset.",46,s5985,TRUE,0
4/29/05,6,14,even at the risk of repetition it car not be too strongly insisted upon that all statistics of japanese immigration arf conjectural and conservative.,24,s1762,TRUE,1
8/16/24,25,33,"mclean, secretary of the san francisco bay counties district council of carpenters, which reads as follows: “monday, september 1, is labor day, the day on which organized labor should use its best efforts to demonstrate to the proponents of the so-called ‘american plan’ or open shop advocates, that we are unalterably opposed to their manifestly unfair and unamerican attitude towards the union men and women of this country.",69,s6485,TRUE,0
10/7/39,40,40,"however, during 1936, only 18,675 immigrants came in while 35,817, almost twice as many, returned to their native lands.",21,s9052,TRUE,1
4/29/05,6,14,"it is. of course, in the towns that the pinch of asiatic competition is most severely felt, and while a general diminution of the chinese element is a matter for congratulation, th< towns are now suffering more acutely from thi9 cause than they have ever don< before.",47,s1760,TRUE,1
4/29/05,6,14,"they have swarmed over the fruit districts, driving away white labor because white men cannot live in herds, as do these contract asiatics.",23,s1689,TRUE,1
5/18/40,41,20,apparently the only country in the world which dares to defend the nazi invasion of norway and denmark is soviet russia.,21,s9473,TRUE,0
